ID,AGE,GENDER,DRIVING_EXPERIENCE,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,Vehicle t ype,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,,,air bag
320444,26-39,male,0-9y,poverty,0.308649018,0,before 2015,0,1,10238,14000,0,0,0,0,Sedan,40.833965,-73.8629,"(40.833965, -73.8629)",WHITE PLAINS ROAD,CROSS BRONX EXPRESSWAY,,2,0,0,0,0,0,2,0,Alcohol Involvement,,,1
305793,16-25,male,0-9y,poverty,0.245835185,0,before 2015,1,1,10238,11000,0,0,0,1,Sedan,40.705738,-73.944695,"(40.705738, -73.944695)",MANHATTAN AVENUE,BOERUM STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
362190,16-25,male,0-9y,poverty,0.305646519,0,before 2015,0,0,10238,14000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.637905,-73.8878,"(40.637905, -73.8878)",AVENUE N,EAST 102 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,,,1
62647,26-39,male,10-19y,upper class,0.744014086,1,before 2015,0,0,10238,13000,2,0,1,0,Sedan,40.635063,-73.94788,"(40.635063, -73.94788)",,,2067      NOSTRAND AVENUE,1,0,0,0,0,0,1,0,Unsafe Speed,,,1
296948,40-64,male,10-19y,upper class,0.670464547,1,after 2015,1,1,10238,14000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.804153,-73.91304,"(40.804153, -73.91304)",BRUCKNER BOULEVARD,EAST 137 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,1
673660,65+,female,30y+,upper class,0.683040798,0,after 2015,1,1,10238,10000,4,1,3,0,Sedan,40.676403,-73.96287,"(40.676403, -73.96287)",PROSPECT PLACE,GRAND AVENUE,,4,0,0,0,0,0,4,0,Other Vehicular,,,1
945867,16-25,male,0-9y,middle class,0.828628569,1,before 2015,0,0,10238,13000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.829777,-73.85055,"(40.829777, -73.85055)",WATSON AVENUE,CASTLE HILL AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,1
391880,65+,male,30y+,middle class,,1,before 2015,1,1,32765,10000,12,2,2,0,Station Wagon/Sport Utility Vehicle,40.613926,-74.030174,"(40.613926, -74.030174)",FORT HAMILTON PARKWAY,97 STREET,,0,0,0,0,0,0,0,0,Brakes Defective,,,1
241973,65+,female,30y+,upper class,0.629338094,1,before 2015,1,0,10238,11000,2,0,2,0,Station Wagon/Sport Utility Vehicle,40.635563,-73.89577,"(40.635563, -73.89577)",EAST 94 STREET,AVENUE M,,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
429503,16-25,male,0-9y,poverty,0.283724211,0,before 2015,0,1,10238,15000,0,0,0,1,Sedan,40.675167,-73.825264,"(40.675167, -73.825264)",114 STREET,SUTTER AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,,,1
810013,16-25,male,0-9y,working class,0.457648682,1,after 2015,0,0,10238,14000,0,0,0,1,Sedan,40.761486,-73.96061,"(40.761486, -73.96061)",EAST 62 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
663458,16-25,female,0-9y,poverty,0.304987642,0,before 2015,0,0,10238,15000,0,0,0,1,E-Scooter,40.712284,-73.964005,"(40.712284, -73.964005)",,,98        SOUTH 4 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
879976,16-25,male,0-9y,working class,0.551744288,0,before 2015,1,1,32765,10000,0,0,0,1,Sedan,40.70546,-73.7949,"(40.70546, -73.7949)",JAMAICA AVENUE,165 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,,,1
418841,16-25,male,0-9y,poverty,0.318685556,1,before 2015,1,0,32765,9000,0,0,0,1,Box Truck,40.74967,-73.99531,"(40.74967, -73.99531)",WEST 30 STREET,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
542236,26-39,male,10-19y,working class,0.436944194,1,before 2015,0,0,10238,12000,3,0,0,0,Sedan,40.833786,-73.94037,"(40.833786, -73.94037)",SAINT NICHOLAS AVENUE,WEST 159 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
937573,40-64,male,10-19y,upper class,0.629193984,1,before 2015,1,1,32765,7000,5,0,1,0,Station Wagon/Sport Utility Vehicle,40.67794,-73.8023,"(40.67794, -73.8023)",139 STREET,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,,,1
670850,16-25,male,0-9y,working class,0.405560016,1,before 2015,0,0,10238,17000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.637985,-74.0076,"(40.637985, -74.0076)",,,736       56 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,,,1
151252,16-25,male,0-9y,middle class,0.623546212,1,before 2015,1,0,10238,11000,0,0,0,0,,,,,JACKIE ROBINSON EXPY,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,1
706349,65+,male,10-19y,upper class,0.72703299,1,before 2015,1,1,10238,10000,1,1,2,0,Station Wagon/Sport Utility Vehicle,40.835037,-73.93979,"(40.835037, -73.93979)",,,1016      SAINT NICHOLAS AVENUE,1,0,1,0,0,0,0,0,,,,1
602998,65+,male,20-29y,working class,0.426828389,1,before 2015,1,0,10238,14000,3,1,7,0,Sedan,40.9046,-73.852936,"(40.9046, -73.852936)",EAST 241 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
242772,26-39,female,10-19y,middle class,0.50365897,1,before 2015,0,1,10238,10000,1,2,0,0,UTILITY,40.742508,-73.91788,"(40.742508, -73.91788)",47 STREET,GREENPOINT AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
393449,26-39,female,10-19y,middle class,,0,before 2015,0,0,10238,12000,2,0,0,0,Sedan,,,,GOWANUS RAMP,,,0,0,0,0,0,0,0,0,Unsafe Speed,,,1
380740,65+,male,30y+,upper class,0.726440002,1,after 2015,1,1,10238,7000,2,0,3,0,Sedan,,,,GRAND AVENUE,GREENE AVENUE,,1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,,,1
938115,16-25,female,0-9y,poverty,0.244490093,0,before 2015,0,1,32765,,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.67046,-73.88788,"(40.67046, -73.88788)",SUTTER AVENUE,SCHENCK AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
727943,16-25,male,0-9y,middle class,0.575770797,1,before 2015,0,0,10238,11000,0,0,0,1,Sedan,40.72224,-73.9863,"(40.72224, -73.9863)",ESSEX STREET,EAST HOUSTON STREET,,1,0,0,0,0,0,1,0,Following Too Closely,,,1
766309,16-25,male,0-9y,poverty,,0,before 2015,0,0,10238,10000,0,0,0,1,Sedan,40.67639,-73.97189,"(40.67639, -73.97189)",FLATBUSH AVENUE,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,,,1
261229,16-25,male,0-9y,working class,0.468671966,1,after 2015,0,1,32765,9000,0,0,0,1,Sedan,40.88893,-73.86579,"(40.88893, -73.86579)",BRONX RIVER PARKWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,,,1
60866,65+,male,20-29y,upper class,0.697083456,0,after 2015,0,1,10238,13000,3,0,2,0,Taxi,40.80118,-73.93975,"(40.80118, -73.93975)",EAST 120 STREET,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,,,1
752797,40-64,female,20-29y,working class,0.542918108,1,before 2015,0,0,10238,15000,1,1,0,0,Station Wagon/Sport Utility Vehicle,40.757668,-73.95915,"(40.757668, -73.95915)",FDR DRIVE,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
45002,65+,male,30y+,upper class,0.672256254,1,before 2015,1,1,10238,9000,4,1,2,0,Sedan,40.668896,-73.95339,"(40.668896, -73.95339)",,,200       ROGERS AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
482448,16-25,male,0-9y,poverty,0.386406619,0,before 2015,0,0,32765,8000,0,0,0,1,Sedan,40.63654,-73.97707,"(40.63654, -73.97707)",,,604       EAST 2 STREET,2,0,0,0,0,0,2,0,Unspecified,,,1
549142,16-25,male,0-9y,middle class,0.551297833,1,before 2015,1,1,10238,12000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.831055,-73.905846,"(40.831055, -73.905846)",EAST 168 STREET,3 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,1
95138,40-64,male,20-29y,middle class,0.598557025,0,after 2015,1,0,10238,14000,4,1,4,0,Station Wagon/Sport Utility Vehicle,40.85868,-73.89922,"(40.85868, -73.89922)",GRAND CONCOURSE,,,0,0,0,0,0,0,0,0,Passing Too Closely,,,1
851152,26-39,female,10-19y,working class,,0,before 2015,1,1,10238,,0,0,1,0,Sedan,40.62466,-74.17856,"(40.62466, -74.17856)",GULF AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
615991,40-64,female,20-29y,upper class,0.582421995,1,after 2015,1,1,10238,11000,2,0,1,0,Station Wagon/Sport Utility Vehicle,40.63947,-73.902756,"(40.63947, -73.902756)",AVENUE J,EAST 92 STREET,,1,0,0,0,0,0,1,0,Unspecified,,,1
424820,26-39,female,10-19y,middle class,0.540182723,1,before 2015,1,1,10238,,0,0,1,0,Sedan,40.86173,-73.91182,"(40.86173, -73.91182)",WEST FORDHAM ROAD,CEDAR AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,1
807847,65+,male,20-29y,upper class,0.633013948,1,after 2015,0,1,10238,14000,3,1,4,0,Sedan,40.69538,-73.985115,"(40.69538, -73.985115)",,,11        METROTECH CENTER,0,0,0,0,0,0,0,0,Unspecified,,,1
758983,40-64,male,20-29y,middle class,0.55220463,1,after 2015,1,0,32765,12000,6,0,3,0,Sedan,40.63063,-74.00923,"(40.63063, -74.00923)",65 STREET,FORT HAMILTON PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,,,1
987114,26-39,female,0-9y,middle class,0.32668161,0,before 2015,0,0,10238,16000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.82707,-73.87075,"(40.82707, -73.87075)",,,1670      WATSON AVENUE,0,0,0,0,0,0,0,0,Turning Improperly,,,1
873457,40-64,male,20-29y,middle class,0.588082542,1,before 2015,1,1,10238,13000,7,1,1,0,Station Wagon/Sport Utility Vehicle,40.60548,-73.93922,"(40.60548, -73.93922)",GERRITSEN AVENUE,AVENUE S,,0,0,0,0,0,0,0,0,Unspecified,,,1
699703,65+,female,0-9y,upper class,0.702274802,0,before 2015,1,1,92101,10000,0,0,0,1,Bike,40.692593,-73.91551,"(40.692593, -73.91551)",MADISON STREET,CENTRAL AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,1
563342,65+,female,0-9y,upper class,0.726605539,1,before 2015,0,1,10238,13000,0,0,0,0,Sedan,,,,49 street,5 avenue,,1,0,1,0,0,0,0,0,Unspecified,,,1
504412,26-39,male,10-19y,working class,,0,before 2015,1,1,10238,12000,3,2,3,1,Sedan,40.680664,-73.902626,"(40.680664, -73.902626)",BUSHWICK AVENUE,CONWAY STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
284106,65+,male,30y+,upper class,0.732382121,1,before 2015,1,1,10238,12000,5,1,5,0,Sedan,40.645718,-73.95002,"(40.645718, -73.95002)",,,168       EAST 29 STREET,4,0,0,0,0,0,4,0,Passing Too Closely,,,1
78189,16-25,female,0-9y,poverty,0.201283921,1,before 2015,0,0,32765,12000,0,0,0,1,Taxi,40.68327,-73.95016,"(40.68327, -73.95016)",NOSTRAND AVENUE,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,1
427520,26-39,male,10-19y,middle class,0.464160708,0,before 2015,0,0,10238,16000,0,1,0,0,Sedan,40.84036,-73.91807,"(40.84036, -73.91807)",JEROME AVENUE,,,0,1,0,1,0,0,0,0,Unspecified,,,1
689030,40-64,female,20-29y,upper class,0.657967743,1,after 2015,1,0,92101,13000,1,0,1,0,Sedan,,,,VANDERVORT AVENUE,ANTHONY STREET,,0,0,0,0,0,0,0,0,Following Too Closely,,,1
966467,65+,male,30y+,upper class,0.600216155,1,before 2015,1,1,10238,13000,5,2,4,0,Station Wagon/Sport Utility Vehicle,,,,VERRAZANO BRIDGE,,,0,0,0,0,0,0,0,0,Glare,,,1
288712,65+,male,30y+,upper class,0.666376018,1,after 2015,1,1,10238,12000,3,0,7,0,E-Bike,40.577652,-73.96344,"(40.577652, -73.96344)",,,3071      BRIGHTON 4 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
228114,26-39,male,0-9y,working class,0.40314728,1,before 2015,1,1,10238,10000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.730145,-73.99781,"(40.730145, -73.99781)",,,60        WASHINGTON SQUARE SOUTH,1,0,0,0,1,0,0,0,Passenger Distraction,,,1
63715,65+,male,20-29y,upper class,0.416935044,1,before 2015,0,1,10238,13000,5,1,5,0,Sedan,40.67478,-73.806206,"(40.67478, -73.806206)",ROCKAWAY BOULEVARD,132 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
624077,65+,female,30y+,upper class,0.594879714,1,before 2015,1,1,32765,8000,10,0,1,0,Station Wagon/Sport Utility Vehicle,40.624622,-73.97598,"(40.624622, -73.97598)",,,1175      MC DONALD AVENUE,2,0,0,0,0,0,2,0,Unspecified,,,1
726352,26-39,male,10-19y,poverty,0.380426503,0,before 2015,1,1,10238,16000,1,0,1,0,Station Wagon/Sport Utility Vehicle,40.67271,-73.97089,"(40.67271, -73.97089)",UNION STREET,PLAZA STREET WEST,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
150072,16-25,female,0-9y,poverty,,0,before 2015,0,0,21217,14000,0,0,0,1,Sedan,40.7314,-73.926094,"(40.7314, -73.926094)",BROOKLYN QUEENS EXPRESSWAY,,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,,,1
792396,65+,female,30y+,upper class,0.680617632,1,before 2015,1,1,10238,12000,1,2,2,0,Sedan,40.632786,-74.13712,"(40.632786, -74.13712)",PORT RICHMOND AVENUE,HATFIELD PLACE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
768933,40-64,male,0-9y,working class,0.35595047,1,before 2015,0,1,10238,16000,0,0,0,1,Sedan,40.596733,-74.07045,"(40.596733, -74.07045)",MCCLEAN AVENUE,SAND LANE,,0,0,0,0,0,0,0,0,Backing Unsafely,,,1
452356,40-64,female,10-19y,middle class,,1,before 2015,0,1,32765,10000,2,0,0,0,Taxi,40.617645,-73.92092,"(40.617645, -73.92092)",,,1549      EAST 56 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,,,1
849811,65+,female,30y+,upper class,0.587831426,1,after 2015,1,0,32765,,3,0,1,0,Station Wagon/Sport Utility Vehicle,,,,PARSONS BOULEVARD,GRAND CENTRAL PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
579336,65+,female,10-19y,upper class,0.573388043,1,after 2015,1,1,10238,10000,0,0,2,0,Sedan,40.68651,-73.98378,"(40.68651, -73.98378)",,,436       ATLANTIC AVENUE,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,,,1
648922,16-25,male,0-9y,middle class,0.296406283,1,before 2015,0,0,10238,13000,0,0,0,1,Sedan,40.69831,-73.9498,"(40.69831, -73.9498)",MARCY AVENUE,ELLERY STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
47909,65+,male,10-19y,upper class,0.429509699,1,before 2015,1,1,10238,10000,1,0,4,0,Sedan,40.692455,-73.76814,"(40.692455, -73.76814)",179 STREET,,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,,,1
619577,65+,female,30y+,upper class,0.688568719,1,after 2015,0,1,92101,11000,2,0,0,0,Sedan,40.778805,-73.974075,"(40.778805, -73.974075)",WEST 76 STREET,CENTRAL PARK WEST,,1,0,1,0,0,0,0,0,Backing Unsafely,,,1
212678,65+,female,20-29y,upper class,0.700017432,1,after 2015,0,1,32765,13000,1,0,1,0,Station Wagon/Sport Utility Vehicle,40.747894,-73.989174,"(40.747894, -73.989174)",AVENUE OF THE AMERICAS,WEST 31 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
579720,26-39,male,10-19y,working class,0.449588631,0,before 2015,0,1,10238,,0,0,1,1,Station Wagon/Sport Utility Vehicle,40.83578,-73.871445,"(40.83578, -73.871445)",,,1700      CROSS BRONX EXPRESSWAY,0,0,0,0,0,0,0,0,Following Too Closely,,,1
995884,40-64,female,20-29y,upper class,0.690045582,1,after 2015,1,0,10238,11000,2,1,1,0,Sedan,40.61763,-74.133575,"(40.61763, -74.133575)",LEONARD AVENUE,FISKE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
226326,40-64,female,10-19y,working class,0.496029873,1,after 2015,0,0,10238,13000,0,0,1,0,Station Wagon/Sport Utility Vehicle,40.731407,-73.99698,"(40.731407, -73.99698)",WASHINGTON SQUARE NORTH,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,1
943922,26-39,male,10-19y,upper class,0.656345763,0,after 2015,1,1,32765,6000,8,0,0,0,Station Wagon/Sport Utility Vehicle,40.60784,-73.961975,"(40.60784, -73.961975)",CONEY ISLAND AVENUE,QUENTIN ROAD,,0,0,0,0,0,0,0,0,Fell Asleep,,,1
510116,40-64,male,0-9y,middle class,0.498356626,1,after 2015,0,1,10238,12000,0,0,0,0,Taxi,40.752563,-73.74328,"(40.752563, -73.74328)",CROSS ISLAND PARKWAY,,,0,0,0,0,0,0,0,0,Unspecified,,,1
536546,16-25,female,0-9y,middle class,0.546382543,1,before 2015,1,1,10238,12000,0,0,0,0,Sedan,40.67848,-73.98232,"(40.67848, -73.98232)",,,177       4 AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
75592,40-64,female,10-19y,working class,0.315862877,1,before 2015,0,1,10238,11000,0,0,1,0,Station Wagon/Sport Utility Vehicle,40.629475,-74.004166,"(40.629475, -74.004166)",,,1115      63 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
487116,26-39,male,10-19y,working class,0.530064317,1,before 2015,0,0,10238,,1,0,2,1,Bike,40.668797,-73.93113,"(40.668797, -73.93113)",EASTERN PARKWAY,UTICA AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
936820,26-39,female,10-19y,working class,0.357839172,1,before 2015,0,1,32765,12000,1,0,0,1,Station Wagon/Sport Utility Vehicle,40.754707,-73.99164,"(40.754707, -73.99164)",WEST 38 STREET,8 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,,,1
634050,65+,male,10-19y,upper class,0.672756053,1,after 2015,1,1,10238,9000,1,0,2,0,Station Wagon/Sport Utility Vehicle,40.85713,-73.8808,"(40.85713, -73.8808)",EAST FORDHAM ROAD,SOUTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
307397,40-64,male,20-29y,upper class,0.741999376,1,after 2015,0,1,10238,,2,0,2,0,Sedan,40.857418,-73.89996,"(40.857418, -73.89996)",GRAND CONCOURSE,EAST 183 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,,,1
558748,65+,female,30y+,upper class,0.622651979,1,after 2015,1,1,10238,11000,1,0,0,0,Station Wagon/Sport Utility Vehicle,40.702972,-73.888054,"(40.702972, -73.888054)",CENTRAL AVENUE,66 PLACE,,0,0,0,0,0,0,0,0,Unsafe Speed,,,1
856630,16-25,female,0-9y,middle class,0.480140668,0,after 2015,0,0,32765,14000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.786366,-73.97598,"(40.786366, -73.97598)",WEST 84 STREET,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
200009,65+,male,30y+,upper class,0.678795431,1,after 2015,1,1,10238,11000,5,1,3,0,Sedan,40.624474,-74.00668,"(40.624474, -74.00668)",70 STREET,12 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
784462,65+,male,30y+,upper class,,1,before 2015,1,1,32765,10000,13,1,6,0,Sedan,40.76532,-73.771904,"(40.76532, -73.771904)",39 AVENUE,BELL BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,1
792252,40-64,female,20-29y,upper class,0.515246708,1,after 2015,0,1,10238,12000,2,0,1,0,Station Wagon/Sport Utility Vehicle,40.597683,-73.96686,"(40.597683, -73.96686)",AVENUE U,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
462586,26-39,male,10-19y,working class,0.489920599,1,before 2015,0,1,10238,13000,3,0,1,0,Taxi,40.609768,-74.06969,"(40.609768, -74.06969)",SAINT JOHNS AVENUE,TOMPKINS AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,,,1
577965,65+,male,30y+,middle class,0.421957949,1,before 2015,0,1,10238,11000,4,0,6,0,Sedan,40.798286,-73.938705,"(40.798286, -73.938705)",,,231       EAST 117 STREET,0,0,0,0,0,0,0,0,Following Too Closely,,,1
818248,40-64,male,20-29y,upper class,0.58435485,1,before 2015,0,0,10238,,1,0,2,0,Sedan,40.776764,-73.848015,"(40.776764, -73.848015)",,,25-03     120 STREET,0,0,0,0,0,0,0,0,Unspecified,,,1
491438,16-25,male,0-9y,poverty,,0,before 2015,0,0,10238,9000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.747498,-73.91309,"(40.747498, -73.91309)",,,39-34     51 STREET,0,0,0,0,0,0,0,0,Unspecified,,,1
896587,65+,female,30y+,upper class,0.55815697,1,after 2015,0,1,10238,14000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.701637,-73.942276,"(40.701637, -73.942276)",GRAHAM AVENUE,DEBEVOISE STREET,,1,0,0,0,0,0,1,0,Following Too Closely,,,1
431538,16-25,male,0-9y,poverty,0.194149548,0,before 2015,1,0,10238,12000,0,0,0,1,Bike,40.69349,-73.826546,"(40.69349, -73.826546)",,,94-39     120 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,,,1
164516,16-25,male,0-9y,poverty,0.30049733,0,before 2015,0,0,10238,13000,0,0,0,1,Sedan,40.726463,-73.85943,"(40.726463, -73.85943)",WETHEROLE STREET,65 ROAD,,1,0,1,0,0,0,0,0,Unsafe Speed,,,1
479577,40-64,female,20-29y,upper class,0.667090692,1,after 2015,1,1,10238,7000,4,0,0,0,Sedan,40.856434,-73.886826,"(40.856434, -73.886826)",EAST 188 STREET,ARTHUR AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
395233,40-64,male,0-9y,upper class,0.613072408,1,before 2015,1,0,10238,,0,0,0,1,Sedan,40.87151,-73.87057,"(40.87151, -73.87057)",BURKE AVENUE,BRONX PARK EAST,,1,0,0,0,1,0,0,0,Turning Improperly,,,1
221838,40-64,male,10-19y,upper class,,1,after 2015,1,0,10238,11000,3,0,2,0,Sedan,40.68686,-73.96758,"(40.68686, -73.96758)",,,386       CLINTON AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
938476,26-39,male,10-19y,middle class,0.595281763,1,before 2015,1,1,32765,8000,1,0,1,0,Sedan,40.624763,-73.96518,"(40.624763, -73.96518)",CONEY ISLAND AVENUE,,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,1
112454,26-39,male,0-9y,poverty,0.348235788,0,before 2015,1,1,32765,7000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.678417,-73.729225,"(40.678417, -73.729225)",130 AVENUE,BROOKVILLE BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
91246,26-39,male,10-19y,working class,0.356639671,1,after 2015,1,1,10238,8000,3,0,1,0,Pick-up Truck,40.692596,-73.79078,"(40.692596, -73.79078)",,,160-18    110 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,1
2743,26-39,female,10-19y,working class,0.348659127,0,before 2015,1,0,21217,12000,0,0,0,1,Box Truck,40.734486,-73.891754,"(40.734486, -73.891754)",CALAMUS AVENUE,72 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
248888,40-64,male,0-9y,middle class,0.559468486,1,before 2015,0,1,32765,12000,0,0,0,1,Taxi,40.88399,-73.82641,"(40.88399, -73.82641)",,,2291      NEW ENGLAND THRUWAY,1,0,0,0,0,0,1,0,Following Too Closely,,,1
195523,16-25,male,0-9y,poverty,0.514483731,0,before 2015,0,0,10238,12000,0,0,0,1,Sedan,40.683872,-73.95998,"(40.683872, -73.95998)",,,41        IRVING PLACE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
981926,40-64,female,20-29y,upper class,0.562638406,1,after 2015,0,1,10238,13000,2,1,0,0,Sedan,40.799484,-73.92929,"(40.799484, -73.92929)",,,30        PALADINO AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,1
593426,40-64,male,20-29y,middle class,0.571724625,1,before 2015,0,1,32765,15000,2,2,1,0,Sedan,40.70839,-74.00482,"(40.70839, -74.00482)",FULTON STREET,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
235574,65+,female,30y+,upper class,0.651007869,1,after 2015,1,1,10238,12000,5,0,2,0,Station Wagon/Sport Utility Vehicle,40.766502,-73.99418,"(40.766502, -73.99418)",WEST 51 STREET,11 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,1
440993,16-25,male,0-9y,working class,0.370734817,1,before 2015,0,0,10238,12000,0,0,0,1,Sedan,40.676304,-73.816284,"(40.676304, -73.816284)",,,115-36    122 STREET,0,0,0,0,0,0,0,0,Alcohol Involvement,,,1
446993,16-25,male,0-9y,poverty,0.305145078,1,before 2015,0,0,10238,14000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.66447,-73.89593,"(40.66447, -73.89593)",GEORGIA AVENUE,LIVONIA AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,,,1
82684,26-39,male,10-19y,upper class,0.574414422,1,before 2015,0,0,32765,,2,0,5,1,Sedan,40.709835,-74.014885,"(40.709835, -74.014885)",WEST STREET,,,0,0,0,0,0,0,0,0,Unsafe Speed,,,1
301242,26-39,female,10-19y,middle class,0.450014568,1,before 2015,0,1,10238,13000,1,0,1,0,Station Wagon/Sport Utility Vehicle,40.585342,-73.94157,"(40.585342, -73.94157)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
784122,26-39,male,10-19y,upper class,0.636449096,1,before 2015,1,1,10238,,0,1,4,0,Station Wagon/Sport Utility Vehicle,40.746395,-73.9856,"(40.746395, -73.9856)",,,3         EAST 31 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
884967,65+,male,30y+,upper class,0.457671703,0,before 2015,1,1,10238,,4,0,8,0,Station Wagon/Sport Utility Vehicle,40.617004,-73.96912,"(40.617004, -73.96912)",OCEAN PARKWAY,AVENUE M,,0,0,0,0,0,0,0,0,Unspecified,,,1
